name;class;1st_order_diag_amplitude_entire;2nd_order_diag_amplitude_entire;normalized_entropy_entire;normalized_quadractic_entropy_entire;mean_magnitude_entire;weighted_center_X_entire;weighted_center_Y_entire;sum_absolute_log_entire
Z001;Z;189357.83855726558;10096774.696828358;5.1658111172375065;4.474971948746701;159207.98771868684;81.95547537675562;456.5012421751433;5954855.453124149
Z002;Z;210731.8588059956;11452873.218429044;4.738756707777101;1.0676313984373007;404864.6189868997;61.72405601173856;426.876889982356;6394533.009312152
Z003;Z;195968.01139312456;10558240.456255978;5.0895726591187715;4.102336548152937;223823.81093952173;73.80937701215018;449.7749243881753;6077640.528323547
Z004;Z;220915.30088377715;12233318.495455239;5.464436983992617;4.981124666337507;238624.87419925004;124.54681345999727;632.863982910734;6823001.874980081
Z005;Z;200601.5936825688;10942067.43337671;5.062660302217332;3.3119024457150545;207009.33172349582;69.84340132667242;468.74360676404785;6202417.834285933
Z006;Z;197437.1210898574;10605293.182234792;4.968828200961835;2.0062369405077236;232937.75955199296;65.64542761574586;451.61700390368446;6085329.382040164
Z007;Z;209646.79804963392;11406958.2581797;5.323467764854459;4.260207315054368;244623.9218381994;99.17486494651699;561.7221001581834;6457503.718647735
Z008;Z;183878.6533275982;9886707.942468634;5.259649335802292;4.450273288531022;75327.28449170085;90.86200233617556;534.7705538518022;5594716.022559529
Z009;Z;172425.14897567747;9292055.428062638;5.0653544916753575;3.768453034255996;61961.275813864406;70.31285565483564;405.0712943902725;5544429.021957155
Z010;Z;179630.38071911669;9652008.877755707;4.653107009779569;2.065934279699052;171968.0045368137;44.11689212327763;319.4852127298195;5555450.928979895
Z011;Z;184966.90037645207;10010113.538670724;5.0647559740847825;3.646000015591197;121761.3876965216;73.33761748898176;403.4989258019622;5836681.074585922
Z012;Z;177893.3574854062;9459746.233703183;4.999764398921279;3.6462010536968466;128729.05194024135;69.85375612948577;370.5699694918979;5639249.524892203
Z013;Z;168363.57985665952;8909482.875799192;5.071306937678342;4.319629965816831;70041.45062390818;76.72796164296572;386.661791999186;5348528.062219017
Z014;Z;176525.60435823305;9383687.665337956;4.966655078782918;3.790887037525822;130967.25589183318;61.89368791359094;369.426170045003;5485485.010714732
Z015;Z;170461.53290477308;9240442.771748103;5.161367957546761;3.876860669833712;41396.52997963236;75.39720212898919;456.76128651888865;5301212.059881568
Z016;Z;198728.75540143464;10847165.805194005;5.139540068345887;3.9592036845468983;187267.24645407833;75.71671645425442;464.0697719340544;6113552.586718803
Z017;Z;170568.5959476197;9142130.212428028;5.121582120232409;3.977487882781543;56156.04533519152;77.56164212514992;417.0838882900984;5463497.031531066
Z018;Z;206930.9303453527;11309459.228078566;5.190281392659568;3.551048567981649;302816.93928054144;78.74740383276097;487.5760096785537;6535230.201335842
Z019;Z;164697.2448936275;8712753.3305687;5.040719677838698;3.9776819727812245;59040.5988628076;71.83205119350507;387.4609925499623;5229590.207918207
Z020;Z;178420.04350859506;9787111.95746985;5.345390687042619;4.44618259597004;39610.01632533651;97.49720447689089;555.9290668131366;5560339.860811065
Z021;Z;173667.29664704265;9433331.516246693;5.1725573020492215;4.046559020538395;49269.6521902901;77.28221629713552;457.8128880867899;5350283.686262793
Z022;Z;168445.8966807094;9040260.299765535;5.1152521816482945;3.908508935063758;48909.17850619229;73.53766514305265;437.20927599207175;5122165.294727475
Z023;Z;214119.40543264186;11840299.236051925;5.35841633305445;4.212540816135166;268626.5561676781;97.48481751837315;574.4554415149506;6835861.347836007
Z024;Z;214675.12881360427;12098729.610687839;5.607409921988241;5.081694847128516;120318.45278199951;139.98795446997008;758.2700782046018;6732434.0829638485
Z025;Z;201770.43912951543;10994819.014798826;5.104534023153064;3.840388237307255;237360.61754443514;71.7544136740709;472.0680570426608;6068694.437037269
Z026;Z;220866.71704411905;12241228.26201514;5.3204197288393145;3.821513398822604;393854.41798960615;92.82310284961062;558.9127174608659;7060147.549963146
Z027;Z;201895.4588411935;11080621.369238634;5.454188098242115;4.872296365774082;147177.50340083838;127.31860734116839;735.752553155175;6176952.240156273
Z028;Z;174131.4681532699;9340976.013719324;4.022755236596452;1.0312626104298235;157538.53290752915;33.06454148423157;270.5866662944709;5319752.298692846
Z029;Z;219352.34552214574;12283196.40258513;5.526485957788462;4.907520238922267;180501.35378435501;124.54275214028901;681.4605801717385;6845669.419794385
Z030;Z;227249.59584098082;12897735.436436988;4.845914850039595;1.0771914659654263;489529.53519580595;73.34888665343072;609.7756970540756;7153574.473256677
Z031;Z;168780.41419510898;8967472.85474828;5.145703769310108;4.153043019491688;53327.757031000016;80.41057610835625;427.5080357123699;5293970.778242222
Z032;Z;181455.56252789908;9928387.013387177;5.367724383031753;4.704375209103418;41851.27146477942;104.86959312690266;553.0952565064684;5582796.576173996
Z033;Z;220166.57192467383;12357660.570152631;4.693443432763866;1.0038172804522845;363686.0057862794;67.54370333540778;503.5048174087773;6897708.762182099
Z034;Z;211118.66878291566;11710996.786687907;5.160136475710849;1.6664272684022177;221812.44899640753;81.82893168876758;532.4880533253162;6644922.967722035
Z035;Z;187882.88140456012;10054582.581901282;4.8762848626220645;3.535951654205376;249720.65587534153;55.53280204864414;389.6207659592867;5785551.850624834
Z036;Z;207673.11246741257;11367477.104172425;5.217755256558514;4.3210791446064185;238010.34535740336;83.1429644793522;483.42803051039266;6354265.594444733
Z037;Z;203452.3337461833;11089833.514629776;5.213130367882594;4.394168580089997;195114.72412789325;83.71874379727653;507.0127386250848;6086885.958933828
Z038;Z;172104.24107966697;9451162.612381425;2.4545670938898407;0.9604580217545047;194336.92585960968;13.445348392147894;141.17046893798914;5347202.884155515
Z039;Z;191774.76729846527;10284031.338044789;4.9524524549910165;3.908877684351995;270321.4547037314;61.91990985209492;402.89996406570384;5995685.3361952705
Z040;Z;193009.20199341857;10609778.004775295;4.075943603119174;0.992027721802924;198069.32338631278;43.89011118614973;358.11405689897697;6154798.199626325
Z041;Z;195646.2095081812;10574258.289041389;5.1381706383900285;4.2955447435900656;194742.5155823113;77.0298027693742;441.23401460544346;6149734.939091163
Z042;Z;171282.08036410753;9383407.225285418;2.50280035874678;0.9637656482645585;202844.46934404672;13.265660991563257;140.3245412064171;5334599.591974857
Z043;Z;195267.05833331234;10749123.160606697;5.41964059002876;4.938629813163029;71525.23251237255;115.64021179909939;577.5837505609969;5983876.111473606
Z044;Z;206501.63569754278;11278009.63469271;5.359775513387949;4.730804059818968;192451.2360313483;103.15860875634554;551.0007317251248;6436255.543037208
Z045;Z;196140.18097353991;10630656.523733357;5.280166318780369;4.466372020345807;140539.67225648172;90.07139154569307;508.30387376114464;6095681.376648732
Z046;Z;193998.78308188563;10552445.02944961;5.065946215032322;2.797100997015533;146929.98981949475;69.77084319154463;452.7926747063474;5981935.085429274
Z047;Z;193468.64118609915;10465022.107845692;4.4370832496903905;1.0804948978195157;274224.00599251356;44.531316251267484;330.9580564439567;5965369.9188562175
Z048;Z;201362.71930961165;10934274.140578272;5.272424658085499;4.638972937801097;179897.57189705948;92.77330201994914;511.42864951321826;6064358.747078353
Z049;Z;189527.0962997405;10362205.52821037;3.9375318071982943;0.9805157437183106;181226.9321337345;40.52851156582102;319.02267689865977;5834571.034586791
Z050;Z;202760.72562950646;10973377.541095233;5.186628722779813;4.360532832391345;239670.58672024688;81.36021630292612;473.63349015268193;6173169.444189366
Z051;Z;203355.70302096911;11169739.58961616;5.3459099886257695;4.446042828693279;132289.62299326417;99.5866634309055;571.3550343922795;6298110.38548458
Z052;Z;200186.7376823512;10937078.926931417;5.4407041904314095;4.8175377233405845;140921.54066516258;121.303807555264;717.3795920387638;6137432.254177485
Z053;Z;178906.52714723072;9646378.803932846;5.188430941896938;4.16379465828262;61011.72007849653;80.5061898188562;479.7428503324327;5304110.80168641
Z054;Z;197532.62301195154;10701721.766528755;4.922055334019059;3.21602679375393;281293.5165851307;59.38544121142597;419.54211877231404;6067002.439810817
Z055;Z;211114.52400962112;11552303.074436245;5.343650174343972;3.9840033915455155;224231.00150229904;102.71543111285588;583.4449154993387;6490071.825887154
Z056;Z;207559.44570889443;11340582.125498071;5.208040422868969;4.393389629492847;240535.92017280453;83.19505384201426;496.0921967069933;6341236.83292544
Z057;Z;190708.25359272154;10233590.715719251;4.995002147841485;3.6514917474324093;203969.64364531924;63.65589403701347;426.0848718725075;5813291.517025118
Z058;Z;202788.72625394288;11180412.35351255;5.378277383613275;4.607645303810947;130729.44656815252;106.01446068531563;583.8099254989788;6409423.460745347
Z059;Z;172195.4697718302;9088625.001532005;5.043622455377835;4.1757863392440395;89572.6898479178;75.64945526753101;408.01557157183936;5205482.556148147
Z060;Z;169073.49809364788;8943230.284553165;3.8786062262347936;1.0019482473292953;161271.0928698385;32.59693424455554;266.48243391411427;5095031.879821266
Z061;Z;160489.835828214;8608590.893988274;2.391780930546355;0.9617614372559111;196604.48748239357;10.927474384179229;119.07933955965748;4833684.889490236
Z062;Z;196114.01985690813;10500225.276788121;5.105654731699382;4.2131043673009865;268809.15129170334;74.8604269672491;432.7061832750719;6218045.2996909
Z063;Z;178892.98257617667;9551126.228574513;5.089398572589468;3.263108865170457;89713.43213365901;76.57297035374697;428.3265725151539;5504644.578585498
Z064;Z;208152.52007462463;11420365.239147225;5.123780006072062;1.7618038538443992;237959.34225215644;78.05453912511344;517.6347275600556;6436323.289856226
Z065;Z;195910.39897828666;10632483.268157467;5.423148049247853;4.673536826660939;121227.38722125383;119.39941294210614;684.4453341661758;6099001.554030477
Z066;Z;171353.75580399754;9227610.158534365;5.288571922112275;4.706513959927186;32641.143591496282;94.91796027700443;523.6611775304563;5025135.245540506
Z067;Z;195133.7127953375;10522384.705542745;5.0284828473827226;3.3526280406178817;221249.6001877584;68.19800232671136;439.07713705858134;6026607.301678589
Z068;Z;197995.83212208687;10735313.871154925;5.293320496528125;4.553986919733407;148009.13513508774;93.26222241398919;528.6805369812427;6160350.200352911
Z069;Z;202623.69325389765;10987002.097693047;5.130935895158354;4.217076044086278;242312.26776552532;78.31889765471576;477.37051312628074;6111031.198074697
Z070;Z;197460.1435661537;10676661.113139499;5.177641178834815;4.473483871038528;192907.9824033382;82.9792617284576;459.34915391551715;6139486.201557924
Z071;Z;200709.60866386327;10840521.692736423;4.995785347161048;3.528690966622101;323037.15896394616;63.345847333820984;422.27949135960694;6151545.534810422
Z072;Z;210556.87112724775;11512212.75669879;5.417303679191602;4.751474702821026;218499.5331346536;109.85653730855337;610.8509323979117;6450744.558364958
Z073;Z;166190.23120371994;8959794.1214178;3.4528789562194753;0.9742961296862301;108063.38061896195;25.641307155056875;239.95725679177252;4990262.4062790545
Z074;Z;192054.59242311717;10354085.538796607;5.194559590832668;4.419853725403865;147001.54858385603;82.91749170981765;460.93301382131045;6048122.70134023
Z075;Z;191667.80543829838;10286226.41504861;5.133655871932463;3.9780603931064835;171180.99224695866;75.88557043462595;457.8020248125035;6004930.267910311
Z076;Z;187220.26710655136;10147619.738847256;5.215667199885191;4.421583167408382;86720.64711413179;83.36942207002677;494.7975647966842;5695159.686223897
Z077;Z;210145.7051188588;11450623.654721698;5.241672233167692;4.553084782495963;269941.2313510244;89.61222960323474;500.3022650303513;6406740.39305653
Z078;Z;195410.44177616242;10577273.229789715;5.4337771109207385;4.73878167444115;130889.48386761031;120.0507486879394;693.7970170050543;6102826.975012716
Z079;Z;196916.68308481478;10719608.024245167;5.3002795508140785;4.498008073213992;113821.71867612257;93.96616917645464;539.9682791377112;6011930.22282327
Z080;Z;162584.69110898164;8746581.8047185;3.2131276510484756;0.9655103432803105;91667.80339781077;22.640683562257905;220.00782661329822;4807287.013118537
Z081;Z;191185.70369643872;10254704.541885734;5.225430053886151;4.440965027240805;133024.96256457327;88.84286540328777;478.61013029079834;6009202.858207004
Z082;Z;219852.65188335194;12138710.986253988;5.418620671798681;4.7138028959861495;274230.0942154748;111.00072526696992;604.6579297013385;6802378.551221812
Z083;Z;174972.0641714117;9413837.25755658;3.8275451551144095;0.986320597111328;134932.24003949817;31.00326588554419;279.7368005000241;5207852.875530904
Z084;Z;189301.9809479301;10247942.009594278;5.160982266805472;4.365063863038291;110821.38536514102;78.94534647622214;482.31944672102753;5684983.095165963
Z085;Z;207550.3513615744;11391022.770427953;5.329486359852303;4.612255318921672;194787.33365886356;98.81474574638801;549.8968785506753;6567213.070972007
Z086;Z;193545.13903705406;10465565.401322125;4.400251313448916;1.0358501683859216;251991.43818069098;45.65686330051155;355.1041166323746;5884533.604709868
Z087;Z;200887.95659768733;10990258.534620635;5.363547941513438;4.707193242308965;117124.2978123623;104.86720057233802;570.5637221089829;6178392.798360123
Z088;Z;197670.61998086938;10730198.266548727;5.234830386173576;4.44571398427948;156741.5055409336;88.30690788940596;498.5740347383624;6201963.715140766
Z089;Z;186689.21197454535;10071457.311178574;4.837806061247146;1.3937359211835143;132994.06229298533;58.41445542789817;416.2663965492837;5580144.853330158
Z090;Z;217279.9303529595;11965942.430127123;5.404742244683289;4.606098751577751;257985.54800644086;109.45800383921073;603.155176018338;6731237.060847743
Z091;Z;198504.61636724093;10746470.477663836;4.975303713169293;1.8550304746438946;226514.18389861044;65.69405716705366;445.0721984808799;6209030.604010706
Z092;Z;193331.0462144769;10407000.131282385;5.229813924185541;4.61923581676258;138056.08357836466;89.83065569363742;493.19235982655744;5943045.910692729
Z093;Z;211776.2163487617;11612523.794208402;5.415495987600415;4.9134386688397695;191701.31957123676;115.85823356920066;602.3770995374397;6419286.267288986
Z094;Z;199194.67672292097;10719299.069218481;5.1036161576385615;4.261628081491865;260683.54528689076;75.1790006218317;452.1675506966113;6231466.7949939445
Z095;Z;202165.41302945453;10943096.799039453;5.26719308676981;4.653186185881971;196725.9833465212;95.21917885006893;520.0808388320698;6147119.031794945
Z096;Z;203042.42228416028;11003266.664313441;4.621720646478005;1.0409041351304906;310971.93832437415;58.34934245401431;421.13347898377583;6014397.489449466
Z097;Z;195307.0809719361;10511849.917684799;5.2588375624529675;4.682451236943725;146881.4589007726;94.10161641478268;505.44556028361524;6007862.7534911195
Z098;Z;195529.018629649;10603110.304948188;5.038944336591498;3.0303815246965042;176233.8659322746;67.9127704041476;460.50902732481745;5920067.555077579
Z099;Z;209331.13134478155;11404335.75863659;5.346648799347682;3.9656009388232696;228557.64265165676;103.86905317245579;585.5500244077581;6363413.497430372
Z100;Z;199856.5329407583;10878198.17191406;4.993580372929675;1.6510668002999076;201864.68847181075;69.91775536175238;461.2995608039695;6134150.443513817
O001;O;196287.6066872676;10521174.009623999;5.0848947672961735;4.431361368863818;257621.40497475344;75.45398272163072;448.5246228955607;6207264.399948114
O002;O;193062.8205724587;10313310.477715636;5.082821416647785;4.309046543889518;212164.8134781189;78.39887933957544;461.6023746471992;5978041.713379227
O003;O;201942.00805711545;10836580.987346021;5.0631985494795915;4.332164721572436;358656.3415485451;74.68679879883977;462.95533491797335;6236646.679733914
O004;O;207941.05475025726;11137574.146291912;5.03000530371504;4.297662710760731;513771.37885508506;74.3544290761851;472.8281216776425;6401287.205572161
O005;O;201934.86976496095;10842829.085392764;4.976214496224841;4.1215134683523065;301143.065556485;76.8192368234802;508.8145132847864;5937728.583318292
O006;O;205788.83753310685;11136966.119224882;4.5113590042161915;1.1083448834467866;463448.8380993439;49.64695698324066;401.8095427532113;6461491.33054675
O007;O;205844.4992756765;10960105.85890413;4.844642090926365;3.9100362850431725;1093116.4027022244;57.18365179417135;366.08263997962416;6382940.789846103
O008;O;198706.43340349954;10668400.917702578;5.097928364870903;4.267645627582425;266219.64879810397;76.85239070395706;470.24320614467877;6164167.483448593
O009;O;195146.37493937975;10392236.117275493;4.870009460949112;3.8181944613763195;428878.5981873784;56.54356327870991;408.62664586882215;6035273.835785024
O010;O;224180.1444627884;12139686.725110758;4.933129829926624;3.6445772673996486;829119.5907965098;86.06256434541235;513.444117808499;6661631.728653995
O011;O;227309.67498700682;12265476.141620306;4.819273956863912;3.282938534027254;1241895.2218403472;76.24892898484349;503.14049114993026;6726713.357453905
O012;O;205368.62236918593;11136897.8439029;5.3066530221993;4.414970831674769;167210.21847321116;114.08702931209466;597.6477888051091;6204079.334759134
O013;O;205077.29133903512;11078465.206402188;4.460150068975616;1.3060457849593126;452694.5016280363;48.65177614285504;466.8841708425309;6140685.518242189
O014;O;225498.11213813085;12167802.18265951;4.511362768488184;2.2868199667187623;1406939.96626182;54.95046637506967;491.45249621897995;6626672.807559841
O015;O;227475.3766053911;12343495.793185258;4.929731657460282;3.5943940472096396;853668.7662106148;89.88913281143255;515.733457530443;6738167.077705032
O016;O;194979.65268268558;10502982.112550147;4.295398961208438;1.0282618038197493;288792.3770990352;44.429101087409286;379.6878088503831;6038326.99991098
O017;O;228044.54278435215;12317689.626824524;4.816721692730517;2.9743152248442786;1183002.9569737772;77.31861272140267;503.2941239859832;6739649.738387693
O018;O;209010.58389469233;11377758.891457615;5.314399240130302;4.094459009745277;251938.7406342308;107.32187354803307;651.6452907507775;6334629.237631014
O019;O;208057.89659589616;11119051.84349474;4.505256950648851;1.8427214402316756;866192.3538736922;48.08861146044768;431.3269510067609;5995852.754012365
O020;O;202334.00383927344;10881895.207131784;4.91155186431127;4.106835472052671;327747.8291347228;77.64876480512294;471.9324050399365;5857723.51515391
O021;O;208949.06484363612;11284799.19606829;4.9158086704989685;3.017637627766284;474096.8485221299;66.03526720503446;447.79986131902865;6073848.2942273775
O022;O;211201.29420766418;11360068.838906487;4.929846862079163;3.5552756127051066;494228.43964036315;78.79499183712745;463.176615101309;6123872.91068015
O023;O;192043.38465153944;10327503.24294752;5.031819405132853;4.207366976741209;158611.41783561712;81.66226032612919;489.3509227665465;5439532.306526797
O024;O;204464.67556710486;10955868.1371854;4.42108728143127;1.7456896489580118;759037.7591080315;42.61519297150799;425.6865294899618;5896218.250037995
O025;O;206526.0509519917;11116348.391413348;4.8906817756427765;4.049009806365322;415922.50398097234;72.09349681468014;471.937181975657;5966699.4740506485
O026;O;194230.40452970073;10502895.414428305;4.1897066444822135;1.1181870735436261;271531.94025215204;40.500285780309895;411.11761419252076;5473353.625396685
O027;O;205181.09951281606;11031617.658387346;4.370161658884565;1.684523181741601;633466.6292491874;43.18912889841055;433.562244813726;5889946.679779428
O028;O;203857.17154034768;11064952.186091077;4.460828692292896;1.0450974914748214;372186.7449351995;50.14318687861412;377.48437993987284;6188157.6477056015
O029;O;198791.76508552002;10779195.316475;5.213679006917041;4.530783576575107;136527.6104799994;95.15369273649209;513.3806938082728;5820906.611941992
O030;O;206687.47269898988;11128902.533365002;4.846480660040961;2.8162805826540707;445580.3473962732;62.29232163371344;435.0851027393715;6104069.655531992
O031;O;194555.10111297073;10447997.58175655;5.084178736217441;3.918934510351096;181435.591423388;79.41142635750892;452.7464752931372;5801060.18494156
O032;O;203836.6142262491;11060481.730081195;5.366195070504317;4.678025539879105;144078.383609371;114.72844294312493;591.7536475054812;6121374.0263393605
O033;O;209236.67232127875;11401680.676063804;5.3692889732853075;4.491762082366056;262315.5923662737;111.752831550367;675.1615472306834;6436550.051095554
O034;O;216623.1552339537;11744241.95539813;5.186166265498327;4.004502197519527;473193.3591396651;88.17041376093842;536.9074806824322;6624890.82116227
O035;O;224390.39667271785;12158696.73835932;4.949021463065081;3.790685188772157;850651.1709930344;86.03920566927741;516.4081953327453;6664797.469021908
O036;O;196655.29585929113;10542775.147709217;5.129287918534738;4.105378298615447;176304.05079679936;89.09954469813678;536.8129515890148;5939907.120116244
O037;O;226379.54897524134;12224311.385673119;4.841635031862474;3.363880834301366;1202479.2166208199;75.019453295084;502.8037426296421;6739507.0778635815
O038;O;224570.76104764352;12079601.027558288;4.591872000886161;2.3964075102824274;1462833.5225565194;58.84228212002661;492.77085214798416;6686388.644535372
O039;O;222248.72120596934;12019811.983225852;4.950887072399752;3.578274674541766;714717.0529183921;88.58854354942665;528.1042552193319;6636704.101714859
O040;O;203730.38013789497;10942406.860450624;4.941566197224803;3.741737659283246;315178.1254719893;79.88539430500043;529.7304930296056;6097004.185287881
O041;O;223920.90158354596;12088665.087823404;4.79743832685999;2.829478289628921;991022.5506387068;76.86248999654975;513.9620886618654;6657453.128074504
O042;O;179358.53289608314;9692067.015391618;3.028032242781192;0.9662636138472827;267229.71199596586;18.68140592480466;227.21943122614846;5187299.654026974
O043;O;196943.04899120078;10734177.213934863;5.274314438889708;4.673434487539647;97465.37004776912;111.33373218343193;558.8056339749546;5623859.056971423
O044;O;191195.51886557342;10343218.080848536;5.116407193734745;4.391928308477748;113059.76148424635;88.60392045542153;511.21666530339394;5465186.11532498
O045;O;203888.12586931177;10878461.552042607;4.375468581587686;1.9974192352069216;811777.3112490596;43.18474701245972;436.19694912182433;5848146.484688858
O046;O;201375.98510408707;10780790.575159807;4.815067409030003;3.964927129936353;403270.4447423963;67.36649294805805;462.50703297475394;5829652.375096557
O047;O;200388.53704495926;10946775.964093944;4.321302666759816;0.9953289549972447;260991.77929087955;48.92892369013518;368.36354883992203;6054959.523319473
O048;O;203718.1460030272;10945754.510862669;4.8931344617286365;2.669186393402753;370648.60969889676;66.42759301228331;442.07628996098913;5950394.927257602
O049;O;189849.6586368869;10131325.031515308;5.000504641125428;3.790010013134947;205174.6191127976;70.11742726578095;419.68273476771054;5775803.370357898
O050;O;185732.0947678339;9970210.852529563;5.053867699950098;4.247999915228219;113853.0183984456;79.89126053058868;488.10113720734097;5302123.6990676895
O051;O;175198.90301916283;9466311.934490677;2.9547789906910094;0.967335697669301;244809.10841274422;17.592705009627494;196.91740095839313;5119585.172166884
O052;O;186418.18256610152;10077836.101842582;4.073752119081022;1.0183857714344016;201018.67513804184;37.79432942311148;385.0914896754959;5277613.095449939
O053;O;197107.70594461056;10537747.460977318;4.3227741253973875;1.4689919672865759;513293.03546468134;41.00030107269893;428.7843553345762;5691538.7353678085
O054;O;198616.81785612693;10621920.25565188;4.803078942675995;3.7246235082852563;326635.6651336001;73.39574201520036;471.0322421175953;5771507.680515753
O055;O;196314.15350435648;10696359.518958114;5.286771332330448;4.807005172053132;103279.90511357864;104.43672846587401;529.9965429368348;5766423.763264276
O056;O;205139.91324889695;11061676.12169667;4.817622391725328;3.259369083318879;334747.5068648699;72.72393110707776;475.6347425786889;5892032.845653604
O057;O;181131.29762104026;9651218.753168916;5.097185483258998;4.44432199714011;107858.56678597571;81.89628692746625;430.39509170863533;5454965.240981806
O058;O;222099.29922496522;12257231.374686511;4.2734918136542115;0.9864599442763478;589798.87013882;52.920733558563356;417.14781641928266;6627047.991240981
O059;O;223386.4763912635;12395647.024674976;5.384708546210938;4.967678975215328;241849.68792766132;117.70614070006087;617.8142944328106;6606028.265780508
O060;O;231497.87490330075;12768698.666439986;5.30943978965844;4.91898424768346;450849.29829493345;115.02101657025129;580.1680320954148;6810849.573821631
O061;O;226153.63317353293;12475484.734905383;5.284024819004512;4.860776647090819;406245.5193270927;104.4379596246198;570.3290566621316;6608382.704484912
O062;O;226373.95490509862;12548956.498120425;4.351325800323941;0.9917041590887676;658809.6819172204;53.82426880242608;443.54886481113243;6643623.312393941
O063;O;233101.69558716376;12878186.003818799;5.31766972704626;4.865751362283501;423265.9692269732;117.86373491631277;602.0651135144884;6834303.011831526
O064;O;233643.0657975972;12777102.82473025;4.913785520876732;1.6633077276424488;1096203.2919619845;74.57590193369984;517.7850109137926;6851569.256003224
O065;O;246766.6612812916;13754787.267018475;5.292050844040597;4.703903615702033;887796.2524453804;109.35182510008407;606.7369360462718;7492996.81803324
